GEOID,outage_duration_hr,mean_cust_affected,cust_affected_flag
06017030602,0,6,0
06061020200,2,4,0
06019005504,0,1,0
06017030603,0,79,1
06017030603,0,1,0
06017030603,0,1,0
06017030603,0,2,0
06007002100,1.5,1,0
06017030603,4.33,327,1
06005000101,0,1,0
06029002900,1.33,1,0
06017030603,0,1,0
06017030603,0,56,0
06017030603,0,23,0
06017030602,0,1,0
06085509902,3.67,1,0
06023010502,6,6.5,0
06017030603,0,1,0
06017030603,0,15,0
06017030602,0,1,0
06017030602,0,1,0
06101050101,0,1,0
06061021802,2.33,46,0
06001405500,3.34,1,0
06079010403,6.83,3,0
06005000500,0.17,28,0
06081607500,0,35,0
06057000102,2.33,1,0
06075018000,6.68,2,0
06017031502,3.83,1,0
06013353001,0.83,1,0
06089012603,1.33,24,0
06053010804,1.17,1,0
06005000101,1.83,160,1
06109002100,4.17,12,0
06023000900,26.5,80.5,1
06089011600,3.67,1,0
06001420600,0,1,0
06053011304,3,63,0
06057000600,3.83,1,0
06075030800,3.67,1,0
06007001200,0.83,1,0
06061022013,0.67,7,0
06061021502,1.5,1,0
06089012603,0,1,0
06023011500,6.83,1,0
06089012200,1.17,1,0
06089012603,0,1,0
06061022013,1.84,40,0
06061022013,1.67,115,1
06041108100,3,1,0
06005000102,45.17,56.5,0
06101050102,18.34,1,0
06115041100,0.33,1,0
06089012400,76.5,44,0
06039000202,3,1.5,0
06019005504,0.17,1,0
06023010700,27.5,1,0
06081613300,1,1,0
06115041100,0.17,1,0
06001408400,0.83,1,0
06107000800,11.33,753.5,1
06109003200,2.5,3,0
06089012603,1,1,0
06089012603,20.5,43.5,0
06115041100,1.83,51,0
06041119202,2.67,1,0
06109002200,2.67,41,0
06023010200,1.17,1,0
06107000800,3.5,574,1
06087121500,0,1,0
06081600401,0.83,1,0
06115041100,3.66,25.5,0
06019003400,0.83,1,0
06085503602,2,1,0
06007002400,2.67,1,0
06005000101,0.5,28,0
06077004600,0.5,9,0
06097153005,0.83,1,0
06019003809,0.67,1,0
06039001000,1.17,1,0
06023010501,6.5,1,0
06075015400,1.5,1,0
06055201003,1,1.5,0
06013367100,0.67,1,0
06079010300,0.5,1,0
06061020200,3.5,6,0
06087100300,0.33,1,0
06007001702,0.67,1,0
06023010700,0.67,1,0
06085506604,2.5,1,0
06089012200,0.83,1,0
06029001700,0,1,0
06023010700,0.67,5,0
06023010502,4.33,1,0
06109004200,4.67,8,0
06039000102,3.5,1,0
06081604600,3.17,1,0
06103000100,4,8.5,0
06087122400,4.17,37,0
06101050101,0,1,0
06089011001,19.84,1.5,0
06013338203,2.33,1,0
06079010300,0.5,1,0
06077000402,0,1,0
06087121800,1.5,4.5,0
06053011604,1.5,1,0
06061020401,2.34,1,0
06005000102,30.5,1.5,0
06053010501,1.17,1,0
06023010200,70.17,82,1
06047002500,1.67,1,0
06023000500,39.33,1,0
06081602400,8.83,1,0
06057000900,23,46.5,0
06013376000,8.51,13,0
06053010608,6.17,1,0
06085501800,1.33,18,0
06081603100,2,1,0
06085508403,9.67,1,0
06061020200,3.17,1,0
06053014107,0.5,1,0
06001401000,0.83,1,0
06097151503,0,1,0
06085507402,3.34,1,0
06057000900,2.17,1,0
06031001701,0.17,1,0
06019002100,0.17,1,0
06115041100,6.51,4.5,0
06085512029,12.34,6.5,0
06041118100,7,10,0
06023010700,0.17,3,0
06023010501,3.67,1,0
06029004604,3,2,0
06019004214,0,1,0
06063000100,3.33,4,0
06081605000,13,1,0
06023000600,26.5,1,0
06017031301,0.83,1,0
06089012603,0.34,3,0
06087120700,3,1,0
06081613000,0.34,38,0
06023000300,22,47.5,0
06023010700,3.83,22,0
06089012603,0.34,1,0
06029004604,2.17,18.5,0
06017031502,0.83,114,1
06087101100,1.67,1,0
06023000900,23.67,28,0
06031001500,1.17,1,0
06005000101,2.5,332,1
06001422000,11.17,1,0
06045011002,1.17,17.5,0
06085507600,0,1,0
06047000601,1.17,1,0
06017030603,4.84,1,0
06013375000,1.17,1,0
06005000102,27.17,17,0
06005000101,28.17,1,0
06061022013,0.5,1,0
06095252903,2.83,1,0
06081613502,1.16,1,0
06089012400,50.67,15.5,0
06023010700,0,1,0
06085503333,3.84,1,0
06019004404,2.33,1,0
06075030202,1.5,1,0
06023000900,54,3,0
06007002400,2,27,0
06061022013,1.67,1,0
06061021123,4,96,1
06087100400,1,1,0
06081601100,0.33,1,0
06075040200,4.67,1,0
06113010203,0.66,1,0
06023010902,1,1,0
06089012400,20.33,1,0
06077001500,3.17,1,0
06013345113,5.17,1,0
06085502202,1,1,0
06039000102,4.16,1,0
06019005906,7.68,1.5,0
06001404502,0.5,1,0
06109003100,3.33,12,0
06081602200,3.5,1,0
06061022013,0,1,0
06053012502,0,1,0
06013389100,2.83,1,0
06029004500,2.83,3.5,0
06029004604,0.16,1,0
06115041100,4.33,21,0
06097154302,0.16,1,0
06085504602,1.67,11,0
06075023200,3,1,0
06109002100,4.17,1,0
06019006202,3.66,1,0
06019002300,1,1,0
06045010300,0,1,0
06057000900,3.66,1,0
06057000900,3.66,1,0
06061020601,5.66,1,0
06029004604,1,1,0
06085511909,0.66,1,0
06047000902,0.66,1,0
06013378000,1.17,1,0
06001436900,0.83,1,0
06045010300,4,15,0
06023010700,3,1,0
06077000401,0.66,1,0
06009000300,2.5,1,0
06045010300,4,4,0
06029004604,0.83,1,0
06045010300,23.67,2,0
06019005516,2.17,1,0
06115040400,0.33,1,0
06013337300,0.83,12,0
06029003600,0.83,1,0
06075025403,2.83,1,0
06061022013,2,4.5,0
06053000200,5.17,1,0
06087100600,4,1,0
06077002300,1.34,1,0
06097154202,1.34,1,0
06001405301,1.84,1,0
06023000100,0.67,1,0
06013332000,2.33,1,0
06075032601,2,1,0
06053014700,1.17,1,0
06079012402,1.17,1,0
06023010102,4.5,1,0
06115041100,2.17,142.5,1
06103000200,0.5,1,0
06007001800,0.5,1,0
06001436200,0.33,1,0
06019006501,16.67,1,0
06115040901,0.16,1,0
06013359202,0.16,1,0
06013378000,6.66,1,0
06089012000,3.67,1,0
06007003501,1.83,1,0
06089011600,7.66,23.5,0
06069000300,1.33,1,0
06007002400,0.33,1,0
06001983200,1.5,1,0
06029004604,0.5,2,0
06081609900,12.33,1,0
06019004205,2.33,18,0
06085503122,1.33,1,0
06107000100,16.83,186,1
06001423100,1,1,0
06077004902,1.33,4,0
06053011900,2.67,1,0
06081605700,1.17,1,0
06043000301,4,1,0
06109002200,0,53,0
06085508401,5.67,5.5,0
06019007700,6.68,2,0
06081613900,6.17,1,0
06077004902,1.67,10,0
06023001000,17.17,1,0
06061021322,1.34,1,0
06053011502,6.17,1,0
06057000300,0.84,1,0
06019007700,23.67,25,0
06089012400,19.34,5,0
06023010200,68.17,1,0
06001444100,1.5,6.5,0
06097154100,1.5,3.5,0
06023001300,0,1,0
06019007500,22,164,1
06045011300,0.67,1,0
06057000900,0,17,0
06045011002,3.34,11,0
06013367200,6,1,0
06013355114,1,1,0
06057000900,3.5,1,0
06057000900,1.84,1,0
06001432300,1.67,1,0
06057000900,1,1,0
06023000700,18.16,6,0
06031000200,4,21.5,0
06057000801,18.5,1,0
06075047801,4.5,19,0
06019005912,0.33,1,0
06109002200,3.83,1,0
06109005100,3.83,1,0
06079013000,0.33,1,0
06079013000,21.5,17,0
06095250601,0.67,1,0
06023000300,1.33,1,0
06109003200,1.83,1,0
06061022013,1.33,1,0
06087100800,4.83,11,0
06057000701,2.84,1,0
06089011600,1.17,3,0
06061020200,0.5,21,0
06001407102,0.17,1,0
06079013000,0.33,1,0
06107000202,1.5,1,0
06029004000,1.5,1,0
06101050101,0,1,0
06107000900,17.83,1,0
06023000400,5.33,1,0
06023010901,0.83,1,0
06081601200,0,5,0
06061022013,1.33,459,1
06103001100,0.67,1,0
06089011500,3,1,0
06085510200,3,1,0
06081601100,4.17,1,0
06047000701,0.67,1,0
06057000502,1.83,1,0
06061022013,1.17,1,0
06019001900,0.33,3,0
06081604200,9.33,1,0
06057000801,18.17,1,0
06043000301,3.33,18,0
06087122300,1,1,0
06077005110,1.67,1,0
06087120900,3.84,3.5,0
06115041100,3,1,0
06045010300,1.5,20,0
06001401000,1.16,1,0
06085503115,1.33,1,0
06113010701,0.34,1,0
06107000402,0,78,1
06107000402,6.01,173,1
06029003000,2.67,1,0
06087121402,6.34,1,0
06107000402,0,13,0
06107000402,0,88,1
06107000402,0,1,0
06039000102,1.83,1,0
06081604700,7.84,1,0
06085501300,1.83,1,0
06005000102,19.16,1,0
06109003200,0,1,0
06045010300,1.67,1,0
06097151700,0,1,0
06047001901,1.5,1,0
06023010102,24.16,16,0
06109004200,1.17,1,0
06089011600,0.67,1,0
06107000402,0,1,0
06013367100,2.17,1,0
06057000502,1.16,1,0
06053014800,2.66,1,0
06053012502,0.33,1,0
06089011600,17.83,1,0
06087122003,0.16,1,0
06107000100,3.16,28,0
06017030901,0.16,2,0
06019000400,2.5,1,0
06101050702,1,1,0
06053000400,1.5,1,0
06023010502,1.5,1,0
06089011600,19.83,4,0
06053014700,0.5,1,0
06009000501,14.67,1,0
06017031406,1.5,1,0
06045010200,0.83,2,0
06031000200,0.5,1,0
06069000502,2.17,1,0
06045010200,0.66,1,0
06001408300,1.66,1,0
06107000100,14.83,1,0
06087100800,5,1,0
06077001700,2.34,1,0
06055201402,1.83,1,0
06083002303,2.34,1,0
06009000300,3.35,44,0
06013346102,0.5,78,1
06081613502,4,2,0
06013358000,4.17,1,0
06115041100,0.84,1,0
06045010200,0.67,5.5,0
06045010300,14.67,1,0
06089011803,16.33,1,0
06001409400,2,1,0
06085503504,0.5,1,0
06033000900,1.83,1,0
06023010400,2.83,6.5,0
06077004703,2.33,1,0
06007001900,0.67,1,0
06087122201,0,1,0
06075015400,0.83,1,0
06109003100,2.66,1,0
06013314103,0.5,1,0
06031001601,26.83,5,0
06075025600,0.67,1,0
06101050302,5.34,1,0
06075012100,1.33,1,0
06053010804,18,28,0
06105000400,44.67,29.5,0
06045010100,2.67,121.5,1
06045010100,0,171,1
06013369001,3,1,0
06045010100,0,20,0
06021010502,0,19,0
06021010300,0.67,2,0
06045010300,1.17,1,0
06085509902,2,1,0
06081612700,2,1,0
06087122002,0,1,0
06087122002,2,1,0
06089012000,21.01,1,0
06013352102,1.84,1,0
06085510001,0.17,1,0
06087122002,18.83,32.5,0
06045010200,0,1,0
06045010100,3.17,1,0
06045010200,0,10,0
06045010200,0,1,0
06053012000,8.67,1,0
06045010200,0,11,0
06045010200,0,1,0
06039000400,19.84,31.5,0
06045010200,0,1,0
06115041100,1.34,3,0
06013314200,4.84,1,0
06013346101,1.01,8,0
06019008501,8.5,50,0
06075047701,4.67,80,1
06013343003,0,1,0
06013343003,0,1,0
06057000600,0.83,5,0
06013346101,0,1,0
06069000100,1.67,1,0
06023010400,24.51,1,0
06013343003,0,1,0
06013385100,0.83,1,0
06039000202,0,116,1
06013308002,1.01,1,0
06053014800,0.17,1,0
06017030602,1.67,1,0
06001435500,2,1,0
06005000101,10.83,55,0
06023010102,2.51,1,0
06081601000,3.34,93,1
06083002006,4.33,1,0
06013378000,5.84,1,0
06075061500,0.33,1,0
06045010200,18.17,186.5,1
06113010204,0.17,1,0
06081609202,2.83,1,0
06081601200,0.33,1,0
06087121600,0.67,1,0
06075031201,1.83,1,0
06029001201,0.67,2,0
06115041100,0.33,1,0
06005000101,7.67,1,0
06009000122,9,1,0
06081610900,0,1,0
06085510002,1,1,0
06019003301,2,1,0
06045010200,18.5,10,0
06089011803,49.66,1,0
06115041100,0.84,1,0
06053012402,1.83,56,0
06053012402,1.83,33,0
06089011803,43.5,1,0
06097153005,0.5,1,0
06019006403,43.33,37.5,0
06019007004,8.17,3,0
06097152904,0.5,1,0
06057000701,20.51,31,0
06109002200,19.5,1,0
06061022013,0.17,1,0
06085512029,9,6.5,0
06043000200,21.17,17,0
06043000200,20.33,28,0
06081602600,2.67,1,0
06005000102,24.5,1,0
06077005202,3.67,182.5,1
06019003400,0.83,1,0
06023000300,3,1,0
06061020200,2.67,11,0
06005000101,16.67,1,0
06109003200,0.67,1,0
06061022013,1.33,3,0
06089011802,17.66,4.5,0
06023010502,29,3,0
06029006201,1.17,1,0
06075026001,0.84,1,0
06087122201,9.67,1,0
06007000700,2.01,1,0
06109003200,5,174,1
06081613600,0.67,1,0
06079012704,1,970,1
06017031406,18.83,2.5,0
06085509109,0.67,5,0
06109004100,4.34,1,0
06001402600,1,1,0
06023000200,1.5,22,0
06023000200,1.84,25,0
06023000300,1.17,21,0
06023000300,1.84,8,0
06023000200,1.84,11,0
06023000300,1.84,124,1
06023000300,1.5,24,0
06023000300,1.84,94,1
06017031406,0,1,0
06109003100,3.83,1,0
06053011304,0.67,32,0
06095250400,2,8.5,0
06085511704,5.17,35.5,0
06085511707,2.84,21,0
06085511704,2.84,2.5,0
06023010800,0,1,0
06019002100,0,1,0
06023010800,0,1,0
06023010800,0,1,0
06017031406,28,1.5,0
06017031405,15.5,1,0
06089012102,3.5,1,0
06045010300,25,1.5,0
06031001601,15.5,51.5,0
06017031402,2.67,26,0
06053012800,0.83,1,0
06057000600,1.83,5,0
06053011302,0,1,0
06113011206,0.83,13,0
06085511704,2.67,3.5,0
06109003200,0.16,1,0
06017031302,15,1,0
06019005905,5.5,2.5,0
06081604101,0.66,1,0
06053013300,2.67,60,0
06057000801,16.5,1,0
06115041000,0.83,1,0
06061022013,2.33,1,0
06097151700,0.5,1,0
06023010800,18.34,1,0
06079012302,1.51,2,0
06023000900,2.84,1,0
06017031100,22,1,0
06053012800,0.67,3,0
06083002502,4.18,1,0
06053012800,0.67,9,0
06053012502,1.84,1,0
06089011803,46.84,34,0
06085511704,1.34,1,0
06039000800,0.67,1,0
06089011900,1.84,1,0
06089011803,75.84,18,0
06029003400,2.67,1,0
06095250601,6.34,1,0
06077004902,1.51,1,0
06097154303,18,2,0
06079012302,1.34,1,0
06007001000,1,1,0
06017030603,0,1357,1
06077004704,4.33,1,0
06023010800,24.5,8,0
06007002400,0,1,0
06001404400,0.5,1,0
06085505008,0,1,0
06041133000,1.67,1,0
06081607500,0.34,14,0
06115041100,0.34,1,0
06057000900,15.34,1,0
06115040200,13.17,1,0
06023000500,0.17,8,0
06007002400,0,1,0
06105000400,1.67,1,0
06001407102,0.34,1,0
06029004102,0,1,0
06097153005,0,3,0
06085511704,2.01,1,0
06115041100,0,1,0
06079012302,2.01,10,0
06081607500,0.67,1,0
06097153005,4.34,852,1
06017031402,3.51,1,0
06081603200,1.68,1,0
06101050101,0,1,0
06085503330,0.67,1,0
06097153403,1.84,1,0
06001404502,2.5,1,0
06081607200,0,1,0
06077005113,2.17,1,0
06079012302,0.51,1,0
06023010300,41.67,6,0
06115040901,2,9,0
06001422000,6,1,0
06109003200,0.17,391,1
06069000100,1,7,0
06019006501,1,32,0
06109003200,0.17,6,0
06075025600,5.34,35,0
06053012800,1.67,3,0
06053012800,2.33,24,0
06007000700,0,50,0
06077001102,3.67,17,0
06001405100,2.5,1,0
06019008501,0.84,1,0
06023010800,0.84,1,0
06001406602,2.67,1,0
06077001102,1.84,10,0
06001400100,1.51,17,0
06023000300,0.34,1,0
06085503337,1.34,1,0
06023000300,0.34,1,0
06001407101,2,1,0
06023011200,8.34,1,0
06081604200,9.5,9,0
06081604200,1.18,27,0
06023011200,20.34,1,0
06055201003,2.34,1,0
06023010800,45.34,1,0
06043000200,0,57,0
06097152906,1.18,1,0
06023000200,0.17,1,0
06023000300,0.17,1,0
06007002400,3.01,1,0
06109002200,7.67,1,0
06041124200,0.66,1,0
06019006402,65.99,1,0
06089011803,0.17,2,0
06085511701,24.83,1,0
06109003100,0,355,1
06053011304,11.33,32,0
06045010400,0.17,1,0
06109003100,0,44,0
06109003100,0,139,1
06109003100,3.16,373.5,1
06109003200,0,1,0
06109003100,0,1,0
06109003100,0,1,0
06109003100,2.99,1,0
06087120200,45.99,10,0
06089011803,0,1,0
06043000200,18.99,1,0
06023010300,37.99,3,0
06089011803,20.49,37,0
06109003100,2.67,1,0
06019000700,1,1,0
06087121200,1.99,5,0
06023010200,9.66,1,0
06023000200,2.16,11,0
06023000300,1.32,124,1
06023000300,45.99,24,0
06005000102,15.32,1,0
06023000200,0.32,22,0
06023000200,13.32,25,0
06023000300,13.49,21,0
06023000300,14.83,8,0
06023000300,21.83,94,1
06083002005,3.33,1,0
06023000300,14.32,227,1
06031000200,15.49,1.5,0
06031000200,16.16,1,0
06089011803,36.66,1,0
06089011803,0.5,1,0
06019005202,2.83,1,0
06089011803,15,1,0
06079010602,1.17,1,0
06019006402,37.83,13,0
06109003100,16.67,11,0
06043000302,4.83,1,0
06089011803,17.33,6,0
06089011803,16.16,1,0
06013314200,2,19,0
06081614000,1,20,0
06009000300,40.33,3,0
06009000300,2.51,1,0
06089011803,17.33,22.5,0
06095250106,0.16,1,0
06089011803,0.33,1,0
06115041100,19.5,9.5,0
06109003200,18,19.5,0
06047000504,1.17,1,0
06097151201,1.17,1,0
06009000501,17.33,11,0
06011000300,0.17,1,0
06053013700,2.84,1,0
06013376000,1.84,1,0
06095250400,18.84,1,0
06085512602,1,19,0
06023000200,14.67,1,0
06039000108,0.34,2,0
06085510001,0,1,0
06097150500,0,1,0
06081614000,0.5,1,0
06023011200,23.18,2,0
06001442900,3,1,0
06019005100,0.84,1,0
06013357000,0.5,1,0
06087101200,16.83,1,0
06085510001,0.34,1,0
06075015700,2.17,1,0
06109003100,20.33,30,0
06023001101,0,240,1
06047001101,0.32,1,0
06085512026,1.33,1,0
06023010200,17.66,3,0
06023010200,16.66,5,0
06023001101,0,205,1
06009000220,0,1,0
06005000101,14.82,186,1
06029003113,1.99,1536,1
06005000200,0.17,1,0
06019002000,0.16,1,0
06115041100,14.83,43,0
06039000108,1.5,84,1
06001436900,0,1,0
06005000102,1.16,1,0
06005000200,0,1,0
06081601000,0.16,34,0
06011000300,13.5,1,0
06029003112,1.34,1,0
06001401600,1.18,1,0
06005000200,14.17,55,0
06075026403,1.18,19,0
06023010200,43.33,5,0
06023010200,38.84,39,0
06081604200,8,14,0
06075026403,1.51,23,0
06109003100,12.17,1,0
06039000109,0,1,0
06043000301,0,1,0
06039000103,1.51,44,0
06043000301,0,2,0
06023010501,15.83,1,0
06109002100,0.66,1,0
06075026403,1.01,29,0
06089012400,0,1,0
06013312000,0.17,1,0
06069000100,11.16,1,0
06089012400,22.33,1,0
06039000900,2.16,1,0
06075026003,2,1,0
06109002100,0,9,0
06089010603,18.5,1,0
06009000501,13.83,11,0
06023010700,23.33,1,0
06089011803,19,5,0
06023001300,19.17,1,0
06017030602,1.83,1,0
06045010400,12.83,1,0
06023001101,0.33,1,0
06109003100,10.83,55,0
06023940000,12.16,1,0
06023010800,3,1,0
06109003100,15.83,38.5,0
06023000300,0.17,14,0
06023000300,43,6,0
06089011803,18.5,1,0
06023011600,3.67,10.5,0
06099003500,1,1,0
06097154303,1.5,1,0
06081604700,2.5,14,0
06109003100,14.17,1,0
06085507905,0.16,11,0
06053010101,2.17,4,0
06075031301,0.68,1,0
06107000100,13.33,14.5,0
06101050302,0.51,1,0
06101050302,0.68,11,0
06029003121,0.51,1,0
06087122001,0.84,42,0
06029003113,0.34,1,0
06029003121,1,213,1
06087122300,3.67,1,0
06029003121,0.34,1,0
06023010200,44.01,30,0
06031000100,16.5,1,0
06029003113,0.51,1,0
06029003113,0.51,1,0
06029003113,0.34,1,0
06023010200,16.18,4,0
06085500600,0,16,0
06023010200,17.17,4.5,0
06101050603,10.66,5,0
06089012200,13.16,1,0
06081613700,1.66,42,0
06001442500,0.83,1,0
06085507905,1.32,6,0
06017031406,23.82,1,0
06081601604,0.83,1,0
06019007700,17.66,3.5,0
06081613700,1.33,1,0
06053012402,1.67,9,0
06085502604,0.33,1,0
06053012402,3.66,43.5,0
06023010200,62.16,29,0
06087122300,3.66,7,0
06019006403,15.16,11,0
06023010902,21.34,5,0
06019006403,0.67,1,0
06107000202,11.32,3,0
06039000108,12.99,5,0
06039000108,0.32,3,0
06039000108,0.82,1,0
06039000108,0.82,1,0
06087120800,2.66,5.5,0
06039000103,1.83,1,0
06009000503,8.66,1,0
06019006402,0.16,175,1
06017031402,14.5,1,0
06075026403,4.16,19,0
06055201500,1.67,1,0
06023010300,42.83,23,0
06001401400,0.34,1,0
06081613300,1.83,1,0
06019005403,0,1,0
06009000400,18.83,331.5,1
06019006402,8.33,1,0
06087120600,39.17,1,0
06039000108,0.33,1,0
06075026403,3.83,1,0
06085501700,0.83,1,0
06077004902,5.83,421,1
06087122300,3.83,21,0
06109003200,11.5,1,0
06019005000,0.84,1,0
06109004100,15.67,1,0
06109003100,4,1281.5,1
06109003200,2,1,0
06109003200,1.5,1,0
06077001101,11.66,5.5,0
06109003100,13.66,15,0
06077002100,7.33,1,0
06017030601,1,1,0
06029000902,0.84,1,0
06039000103,10.83,84,1
06053010504,1.33,1,0
06019005403,0.17,1,0
06007002400,13.83,1,0
06087120600,2.83,1,0
06005000101,2,1,0
06001450741,0.17,1,0
06109003200,2,3,0
06017031302,9.33,45,0
06057000702,10,1,0
06075020600,2,1,0
06023000100,18.5,1,0
06009000400,15.33,31,0
06077003407,0.33,436,1
06023000500,0.5,8,0
06017031406,0,1,0
06017031406,10.5,447,1
06109003200,13.67,175.5,1
06017031406,0,1,0
06017031406,0,198,1
06017031406,0,166,1
06017031406,21.17,260.5,1
06017031402,12.83,1,0
06017030602,13.17,62,0
06017031406,0,3,0
06017031406,0,1,0
06017031406,0,1,0
06075047901,0,1,0
06053010400,9.83,12,0
06089012603,15.66,1,0
06017031402,13.83,1,0
06005000102,37.83,128,1
06113010902,6.17,1,0
06085507600,0.83,14,0
06053012100,0.83,1,0
06053012100,0.83,1,0
06075026403,1.33,1,0
06089012603,32.5,1,0
06083001901,0.33,1,0
06005000101,15.33,25,0
06075031301,2,19,0
06001435400,6.17,1,0
06075031301,5.84,22,0
06005000101,3.67,15,0
06039000103,8.17,13,0
06085512045,10.33,120,1
06109003100,4.83,355,1
06001409300,1.5,37,0
06001423901,0.66,53,0
06005000102,1.5,1211,1
06061020200,7.5,1,0
06017031406,8.5,1,0
06005000102,1,1,0
06043000302,8.16,1,0
06017031301,4.99,1,0
06109002200,0.33,1,0
06085507002,0.5,2,0
06087120700,0.66,1,0
06053014800,1.33,1,0
06109002200,0,1,0
06107000100,14.67,1,0
06001424002,0.33,1,0
06109002200,7,13,0
06081600500,6.34,1,0
06007000401,5.5,3,0
06017031402,34.34,1,0
06023010902,0.33,1,0
06057000801,6.34,25,0
06019004506,0.5,1,0
06057000801,1.17,1,0
06057000701,1.17,1,0
06057000701,6.17,86,1
06009000400,15.67,1228.5,1
06053012100,4.67,1,0
06053012100,4.5,1,0
06007002400,6.33,1,0
06023010800,16,3.5,0
06109002200,2.16,2,0
06109002200,8,37.5,0
06109002200,5.67,1,0
06109002200,0.34,1,0
06109002200,0.34,1,0
06109002200,5.5,14.5,0
06083002502,2.33,21,0
06017031302,33.16,6.5,0
06057000801,3.67,1,0
06053011400,0.33,10,0
06005000200,56,1,0
06005000101,56,15,0
06085511800,3,1,0
06005000402,8,858,1
06109002200,7.84,2,0
06077001102,5.67,143,1
06081613400,2.5,1,0
06053011400,0.5,1,0
06053011400,0.17,2,0
06053011400,0.17,3,0
06017031406,0.17,1,0
06017031405,0.17,53,0
06017031406,0,1,0
06017031406,0,21,0
06017031406,1.17,1,0
06017031406,5.33,173,1
06033000600,1.01,1,0
06017031302,3,1.5,0
06017031302,3,30,0
06017030602,5,8,0
06085512308,3.66,1,0
06053011400,1.33,10,0
06029000101,3.5,24,0
06053014800,0.33,1,0
06017031301,2.67,1,0
06081613400,2,2,0
06001435400,1,1,0
06109002200,3.34,1,0
06075012901,0.51,176,1
06087122100,1.33,1,0
06087121200,1.83,1,0
06017031301,4,1.5,0
06053010400,6.5,4.5,0
06069000200,2.83,1,0
06069000200,0,1,0
06069000200,0,1,0
06069000200,0,1,0
06069000200,3.16,46.5,0
06069000200,0,1,0
06069000200,0,10,0
06053010504,8,2,0
06013327000,0.49,1,0
06041103100,1.66,1.5,0
06019002000,0.66,13,0
06013375000,1.16,26,0
06085512314,0.99,1171.5,1
06039000102,8,714,1
06081600402,3.66,1,0
06001401100,1.33,1,0
06087100100,2.33,1,0
06081602100,2.17,1,0
06019006501,13,1,0
06107000302,3.33,1,0
06113011206,1.33,1,0
06081609000,1,1,0
06075022901,1.17,100,1
06075022901,1.34,75,1
06017031302,3.17,1.5,0
06017031302,1.67,1,0
06097153501,3.17,62,0
06009000503,5.5,1.5,0
06039000103,2.67,1,0
06017031302,1.67,1,0
06107000100,31.34,187,1
06061022013,8.5,1,0
06079013000,4.67,1,0
06029003121,3.33,56,0
06017031402,0,1,0
06101050702,3.33,13.5,0
06061022013,10.33,3.5,0
06017031402,31.83,58.5,0
06017031301,6.83,1,0
06017031302,2.83,2,0
06043000302,3.33,1,0
06057000801,2,10.5,0
06109003200,5.67,2,0
06095250300,2,1,0
06089011803,2.67,1,0
06085512602,1.17,2,0
06085512602,1.5,11,0
06089011600,27.5,1,0
06045011300,1.33,86,1
06085512602,1,1,0
06087110502,0.34,1,0
06053011304,0,1,0
06001404502,1,1,0
06083002205,2.33,1,0
06017031302,3.67,1,0
06023010200,6,1,0
06087120301,5.67,2,0
06019004207,1,1,0
06045011002,3.17,3.5,0
06007002400,1.67,1,0
06007002400,1.67,1,0
06019006802,2.33,1,0
06085512308,1.67,1,0
06083002502,4.5,21,0
06075047901,5.83,1,0
06085507402,10.17,4.5,0
06001435602,0.67,1,0
06061022013,8.51,1,0
06061022013,28.83,7,0
06023940000,7.67,2.5,0
06023000900,26,7,0
06013379000,2.5,5,0
06001400700,0.16,1,0
06017031301,3.16,1,0
06023000300,5.5,1,0
06029003306,0,1,0
06053011304,0,1,0
06057000900,1.66,1,0
06019005204,0.16,1,0
06113010606,4.5,1,0
06115041100,0.5,1,0
06017031200,6.99,1,0
06115041100,0.5,1,0
06019006403,31.5,1,0
06039000103,0.67,1,0
06017031302,5.33,4,0
06039000108,1.5,177,1
06077003216,0.16,1,0
06089012400,36.5,23,0
06053011204,0.67,1,0
06053010501,2.83,1,0
06109002200,1.17,1,0
06031000100,0.83,1,0
06017031405,5.16,1,0
06115040200,1.33,1,0
06023000200,24.33,13,0
06007002400,3.66,2.5,0
06097153502,3.33,17,0
06011000500,1.33,1,0
06077004902,2.16,1.5,0
06029000507,3.66,1,0
06023000900,10.51,1,0
06089012603,7.84,3,0
06097152906,4.34,1,0
06039000104,0.34,1,0
06081607600,3.5,19,0
06085504506,5,1,0
06019002200,0.67,1,0
06095251701,1.17,1,0
06023000200,0.83,1,0
06075035400,2.17,1,0
06007002400,2,3,0
06017031301,1.67,374.5,1
06009000300,6.67,1,0
06115041100,1.16,1,0
06057000102,5,75.5,1
06001432200,1.16,1,0
06075010600,0.67,1,0
06057000900,1.67,1,0
06109003200,1.67,1,0
06009000503,3.67,1,0
06009000503,4.67,7,0
06007003400,2.5,1,0
06029000400,2.66,94,1
06101050702,0.5,5,0
06075020600,0.16,1,0
06113010401,24.83,1.5,0
06053011304,6.5,32,0
06039000102,5.67,2,0
06085500100,0.83,1,0
06023001200,31.99,30,0
06001402900,0.33,1,0
06075980900,1.16,1,0
06107000100,1.83,11,0
06085507402,9,10,0
06057000702,4.5,46,0
06029003121,0.66,1,0
06107000600,8.33,1,0
06043000200,1.83,39,0
06085501000,1.16,1,0
06053011204,30.33,1,0
06075015400,1.16,15,0
06053012800,0,1,0
06023010400,73.83,14.5,0
06085506604,14.17,31,0
06075035201,3.84,51,0
06019006000,0.17,1,0
06023010200,4.83,1,0
06001441503,0.83,1,0
06053014000,1.17,18,0
06023010300,0.83,1,0
06023010300,0.83,1,0
