GEOID,outage_duration_hr,mean_cust_affected,cust_affected_flag
06079012302,0.67,1,0
06053012402,2,1,0
06013380000,2.5,1,0
06055201800,0.83,15.5,0
06089012601,3.5,1,0
06053000501,1.33,1,0
06075016801,0.33,1,0
06097150800,0,1,0
06075016900,1.33,1,0
06097153600,1,1,0
06075030700,0.5,1,0
06055201403,1.5,1,0
06055201800,0.33,1,0
06023000200,5.17,1,0
06013367100,1.67,1,0
06085502906,2.17,1,0
06081610201,3.83,1,0
06055201700,0.84,1,0
06097151401,0.5,1,0
06029006304,2,1,0
06079012900,1.5,1,0
06047000602,1.83,1,0
06031001701,0.84,1,0
06053010400,0,1,0
06067009900,1.83,1,0
06053011101,0.33,1,0
06097154302,0.67,47,0
06097153401,1.16,1,0
06085506701,1.83,1,0
06069000501,0.33,1,0
06061020501,1.33,1,0
06013325000,0.33,1,0
06019006501,1,1,0
06095250103,0.5,1,0
06089012101,3,1,0
06097153807,2.17,1,0
06013319000,0.33,1,0
06019001409,0.66,1,0
06075025900,2.34,1,0
06013301000,1.5,1,0
06081602800,3,1,0
06001442400,1.33,1,0
06085503211,2.83,1,0
06031001701,0,1,0
06107000402,2.33,1,0
06097153005,1.34,6,0
06097153005,0.83,1,0
06097154302,0,1,0
06087110100,0.83,1,0
06075021500,0,1,0
06019001800,0.33,1,0
06017031100,0.66,1,0
06001451201,0.5,1,0
06013305000,0.17,1,0
06001423602,0,1,0
06001409000,1.33,1,0
06087122002,2.83,9,0
06057000801,1,1,0
06085501600,0.17,1,0
06031001401,0,1,0
06085506604,0,10,0
06101051000,1.17,1,0
06085512313,1,1,0
06053012700,0,1,0
06075023102,2.17,1,0
06013370000,1.83,1,0
06019001304,2,1,0
06013343002,2,1,0
06061021501,0.51,8,0
06077001400,0.83,1,0
06019004100,0.51,17,0
06019004100,0.33,1,0
06013383000,1.33,1,0
06045010400,2.33,1,0
06019006300,2.33,1,0
06089012601,1.17,27,0
06089012601,1.17,1,0
06029002807,3.5,1,0
06085509600,0.5,1,0
06067009800,1.01,1,0
06013307101,0.33,1,0
06085510400,0,1,0
06001433000,1.67,1,0
06085502604,0.83,4,0
06029003103,2.83,1,0
06085503122,1.33,1,0
06083002006,10,1,0
06085503504,1.5,8.5,0
06075025900,1.33,1,0
06085502909,1.66,1,0
06019006300,2.5,2.5,0
06013315000,2.5,1,0
06085503207,3.67,1,0
06085504507,2.67,1,0
06039000508,4,287,1
06085501101,1.67,1,0
06039000109,1.67,1,0
06039000508,0,1,0
06023001200,0,23,0
06075031302,1.16,1,0
06075025800,0.32,1,0
06029000600,1.83,1,0
06055201500,0.5,1,0
06075042700,0.17,1,0
06001423601,2,1,0
06021010300,0.17,1,0
06081606900,0.5,1,0
06097151402,0.17,1,0
06001435400,1,1,0
06029001902,0.5,1,0
06053011400,2.17,1,0
06077005131,1,2.5,0
06095250106,0.5,1,0
06047001801,1.16,1,0
06087120400,1.84,1,0
06045011200,2,1,0
06001436602,1.33,1,0
06089011500,1,1,0
06057000501,0.16,1,0
06081610201,0.67,1,0
06077003900,2.66,7,0
06097153104,0.16,1,0
06047001004,1.16,1,0
06029001300,1.17,19,0
06075022801,2,13,0
06061020501,0.5,1054,1
06019005100,0.83,1,0
06081613600,0.66,1,0
06077001000,0,1,0
06013350000,0,1,0
06041108100,15.33,37,0
06077001000,0.16,1,0
06013316000,1.5,1,0
06047001901,2.48,1,0
06019007100,1,1,0
06019006501,2.83,3,0
06099000102,1,1.5,0
06007002800,0.33,1,0
06099000201,0.83,5,0
06085512602,2.66,3,0
06041103100,2,1,0
06023011100,0.34,1,0
06029000101,1.83,1,0
06087122002,10.83,2,0
06029004604,1.67,37,0
06029004604,1.67,1,0
06007000700,2.33,12,0
06029004604,2.33,37.5,0
06095250106,10.66,6,0
06085508401,1,1,0
06085508401,0.83,10,0
06019008401,11,10.5,0
06007002800,0.5,1,0
06029004604,0.34,1,0
06099003400,0,1,0
06095250106,0.33,88,1
06099003400,0,1,0
06099003400,0.16,2,0
06099003400,0.16,1,0
06095252605,0,212,1
06099003400,2.5,17.5,0
06099003400,1.17,1,0
06095252605,0,212,1
06079012702,4.5,1,0
06083002206,3.67,26,0
06085511914,3.66,42,0
06087110300,2.67,3,0
06079010102,4,5.5,0
06075026100,1.66,35,0
06029003206,9.66,1,0
06029003206,4.83,4,0
06075012201,0.66,1,0
06053011400,1.17,1,0
06061021901,2.5,3,0
06077002201,0,365,1
06019005904,0.17,1,0
06077002202,0,14,0
06077002202,0,17,0
06077002202,0,3,0
06007003600,4.17,1,0
06077002201,1.5,365,1
06115041100,8.5,1,0
06005000402,1,51,0
06089012400,3,16,0
06013301000,0,1,0
06077005502,1,1,0
06085505006,13.66,2,0
06057000104,3.67,2,0
06101051100,1.33,1,0
06101051100,1.83,6.5,0
06061020501,6.17,1,0
06075025500,2.17,1,0
06041123000,0.33,12,0
06089011802,8.83,1,0
06083002006,4.66,6,0
06041104200,0.66,1,0
06055201401,1.83,1,0
06077004102,2.33,2,0
06085507001,3.66,1,0
06001400700,0.34,1,0
06005000301,8.17,3,0
06095252903,3.16,1,0
06001407000,0.16,351,1
06085509500,2.5,1,0
06085507302,1.33,1,0
06097154000,0.82,1,0
06089012603,0.33,2,0
06019006502,1.49,1,0
06029000903,5.16,7,0
06077004102,2,1,0
06019007600,2.83,382,1
06077004102,2,1,0
06085505800,2.67,4,0
06089012601,8.49,32,0
06019005804,1.17,1,0
06079012304,1.5,13,0
06079012702,5.33,2,0
06019008402,2,6,0
06031001601,1.5,1,0
06079012502,3.67,11,0
06019006402,0.5,2,0
06077002201,3.17,12,0
06079013000,6.18,23,0
06043000301,5.17,27,0
06089011900,3.33,4,0
06097150612,1.67,40,0
06103000200,4.83,6,0
06103000200,0,1,0
06053010606,7.66,3,0
06077002201,0.83,1,0
06085507301,3.66,1,0
06053012502,0.5,1,0
06019006403,0.16,1,0
06019006403,1.83,2,0
06077002202,0.5,1,0
06057000105,4.83,15,0
06081612500,13.66,1,0
06017030902,10.5,16,0
06029003202,6.83,53.5,0
06017030901,7.17,1,0
06095252605,5.5,30,0
06077005113,5.17,116,1
06097154000,0.84,2,0
06083001901,0.67,13,0
06053014700,1.17,13,0
06061020200,3.67,2,0
06079012502,4.5,1,0
06045011700,5.33,3,0
06041127000,10.84,1,0
06019003900,16.5,1,0
06017030801,2.84,3,0
06077005135,4.5,1,0
06095253300,1.67,3,0
06007003100,5.17,828,1
06007002800,4.84,29,0
06061020602,1.67,1,0
06053013300,1.5,1,0
06103000100,2.34,1,0
06019000902,6.84,9,0
06089012601,3.17,1,0
06097154302,1.84,1,0
06085504201,2.67,26,0
06103001000,1.5,1,0
06013347000,4.67,4,0
06019006403,0.67,1,0
06055201401,2.34,1,0
06017031402,1,3,0
06019006402,3.67,1,0
06077001900,0.67,1,0
06045011002,1.67,1,0
06057000105,3.33,7,0
06053013200,4.67,128,1
06089012603,0.33,1,0
06017031504,0,1,0
06023011200,9.5,6,0
06061020602,2.83,1,0
06013321200,4.83,100.5,1
06017031504,0.33,2,0
06057000402,1.5,34,0
06063000400,9,2,0
06057000402,1.5,2,0
06095252201,4.83,2.5,0
06095252201,3.83,11,0
06095252201,7.17,1,0
06109001100,6,53,0
06085501700,0.67,1,0
06103001100,2.5,28,0
06007003100,4.67,1,0
06019006402,0.51,1,0
06097153401,7.67,65.5,0
06057000105,2.34,1,0
06087121200,11.33,13,0
06057000502,0.84,2,0
06017031301,2.84,1,0
06113010203,1.17,1,0
06087122300,4,1,0
06041119100,0,8,0
06041119100,0,8,0
06041120000,0.34,76,1
06041120000,0,88,1
06097154302,1.5,46,0
06017031302,3.33,7,0
06041103100,2.67,11,0
06001451101,5.34,4,0
06041119202,1,3218,1
06057000802,7,9,0
06041119202,0,11,0
06041119202,0,9,0
06041119202,0,1,0
06041119201,0,17,0
06041121200,0,362,1
06041121200,0,23,0
06041121200,0,134,1
06019006403,0.34,2,0
06019003701,2.84,9,0
06041121200,6.17,513,1
06041121200,0,36,0
06041121200,0,1,0
06097153704,1.84,33,0
06041121200,0,1,0
06041121200,0,1,0
06009000210,1.34,2,0
06057000801,4.83,44,0
06085512037,8,30,0
06055201700,4.83,10,0
06115040700,2.17,1,0
06085512027,4.5,14,0
06061021401,0,1,0
06101050701,6.16,8,0
06007002800,4.16,4,0
06061020602,3.16,4,0
06075033000,2.83,44,0
06009000400,1.17,2,0
06017031301,1.67,16,0
06075021800,7,53,0
06009000503,3.83,19,0
06009000503,3.83,18,0
06081613400,7.33,8,0
06097153704,3,8,0
06021010502,2.33,1,0
06023001101,4.83,5,0
06041121100,4.5,1,0
06075061400,6.16,139,1
06077002300,7.33,152.5,1
06039000103,1.5,3,0
06007000700,0.83,1,0
06053012600,5.5,4,0
06047002000,5.5,1,0
06079011800,9.16,182,1
06009000210,3,2,0
06019004205,1.34,3,0
06089012603,0.5,1,0
06041128200,9.17,58,0
06013355107,8.34,1,0
06079011200,2.67,15,0
06085502702,8.5,20,0
06079010703,4.17,60,0
06017030804,4.17,10,0
06087121000,0.83,46,0
06107003200,1.34,1,0
06019006403,0.67,1,0
06077002201,2.67,6,0
06057000102,0,1,0
06053014700,2.5,4,0
06063000400,10.5,34,0
06089012601,5.17,5,0
06087121000,0.83,1,0
06077003900,2.33,1,0
06045011102,3.83,2,0
06107000301,3,1,0
06063000202,1.33,4,0
06019002701,5,13,0
06109001100,2.83,1.5,0
06055201700,1.33,5,0
06047002401,0.66,1,0
06001407600,10.5,30,0
06077002300,6.99,5,0
06029005201,5.66,1,0
06041119100,0.17,8,0
06041119100,0.17,8,0
06041120000,1.83,76,1
06041120000,0.17,88,1
06013352201,1.17,1,0
06019005804,1.17,1,0
06017031504,0.5,2,0
06087121000,0.66,1,0
06057000200,3,1,0
06005000200,5.66,1,0
06097154100,0.83,1,0
06019005906,0.83,2,0
06007002700,1.83,7,0
06099000203,3.5,3,0
06047001401,2.83,27,0
06047001401,2.83,39,0
06029003122,1,1,0
06047001401,2.83,22,0
06075011100,1.33,139,1
06075021800,7,1,0
06001401400,10.66,32,0
06041111000,7,15,0
06077001300,7,10,0
06097154304,5.66,17,0
06095250501,1.5,14,0
06109001100,2.5,1,0
06081605300,0.5,1,0
06029001103,1.67,1,0
06041119100,0,1,0
06019006403,0,2,0
06097150702,9.67,1,0
06019006402,0.84,2,0
06017031406,6.83,1,0
06075025600,2.84,103,1
06029000903,3,8,0
06013380000,1.83,1,0
06075012601,0.5,1,0
06097152300,3.83,95,1
06089012603,0.17,1,0
06041117000,10.67,5,0
06095250106,7,44,0
06029006303,0.33,10,0
06019006403,0,1,0
06047002000,1.33,1,0
06087121000,0.16,1,0
06087121000,5,50,0
06089012603,0.33,1,0
06047002000,1.99,1,0
06001430101,2.5,1,0
06019006403,0.5,1,0
06085501800,2.67,9,0
06029006303,0.83,14,0
06029002700,1,1,0
06055201700,1,1,0
06047001101,1.34,1,0
06033000600,0.17,1,0
06013377000,1,1,0
06075035202,0.33,1,0
06101050800,2.33,1,0
06017031504,0.17,1,0
06079011002,0,11,0
06085502101,3.51,12,0
06087120301,6.66,28,0
06057000105,0.83,1,0
06019003900,3.5,1,0
06085510200,2.33,1,0
06101051100,1.5,1,0
06097153706,8.83,1,0
06041119202,0,1,0
06089012200,1.83,1,0
06097153706,7.5,45,0
06013355304,9.83,5,0
06087120301,9.5,1,0
06057000102,0.16,1,0
06081608800,2.17,1,0
06085502101,3.51,8,0
06085502101,3.51,15,0
06081611700,2.33,1,0
06081612900,2.66,60,0
06095252201,9.16,0.5,0
06019006403,0.5,2,0
06061020602,6.83,13,0
06077001900,0.5,1,0
06081610201,7.83,1,0
06019006403,0.34,1,0
06019006403,0.33,1,0
06001400900,0.5,1,0
06019006402,0.83,1,0
06107000401,3.33,1,0
06081613400,8,1,0
06107000302,1.67,2,0
06041119201,0.17,1,0
06009000501,1.16,1,0
06055201003,8.66,20,0
06007002400,3.83,1,0
06083002206,7.16,26,0
06041119100,0,1,0
06083002206,2.83,1,0
06097154302,1.83,147,1
06089012601,4.83,52,0
06019003001,2.5,1,0
06085512313,0.66,1,0
06041119100,0,1,0
06053011900,1.83,1,0
06029003600,4.5,4,0
06075021700,0.34,1,0
06085506202,0.66,1,0
06017030603,2.84,9,0
06019003302,2.33,1,0
06087121000,3.83,1,0
06085509302,3.67,4,0
06001400800,1.16,1,0
06109003100,3.17,1,0
06029004500,0.83,3,0
06081600300,5.16,24,0
06081600300,5.16,46,0
06089012601,2.16,1,0
06089012604,1.5,1,0
06001436200,1.5,1,0
06013354001,1.5,1,0
06109002100,2.16,1,0
06097151800,1.16,1,0
06045011300,1,1,0
06085506304,1.83,1,0
06097154304,2,7.5,0
06087120500,2.17,12,0
06063000202,0.67,1,0
06053010604,0.67,1,0
06017031504,0.17,2,0
06019007600,1,1,0
06033001200,0.84,1,0
06085503322,2.34,1,0
06075033000,0.17,1,0
06079010016,1,1,0
06019006402,0.67,2,0
06109003100,0.67,208,1
06085507402,2.34,1,0
06089012603,0.17,1,0
06041119201,4.84,1,0
06029003304,1.33,1,0
06089012603,0.33,1,0
06077002201,0.17,1,0
06041132200,7.67,13.5,0
06041132200,0,2,0
06041132200,0,1,0
06041132200,0,1,0
06001423000,2.67,1,0
06017031504,0.33,2,0
06089012702,4.5,13,0
06005000303,1,1,0
06095252310,2,1,0
06075021700,2.83,1,0
06013355200,3,1,0
06047001200,1,1,0
06081610601,5.17,34,0
06041120000,2.67,3.5,0
06081603100,1.84,1,0
06023001101,0.5,1,0
06075031201,3.17,1,0
06029004301,1.17,5,0
06053010804,1,1,0
06017031200,1.17,1,0
06061020602,0.67,1,0
06097151503,0.67,1,0
06001433300,2.33,1,0
06001404200,1.16,1,0
06039000201,0.66,1,0
06019001800,9,1,0
06013321200,0.67,105,1
06095252201,0.17,1,0
06095252201,0.5,8,0
06019006404,0.17,1,0
06085507001,0.33,1,0
06079011001,5.83,1,0
06019006402,0.83,2,0
06109005100,1.5,90,1
06095250105,0.83,1,0
06077005113,0.5,66,0
06029000200,0.17,1,0
06095253500,0.17,2,0
06095253500,0.17,3,0
06041126100,5.33,1,0
06041128200,6.83,1,0
06109003100,2.84,1,0
06095253500,0,1,0
06041110100,1,1,0
06023001200,1,1,0
06097154100,1.83,1,0
06077005113,0.17,148,1
06053000300,3.5,1,0
06057000502,0.67,1,0
06033001100,0.17,4,0
06041121100,1.67,1,0
06095253500,1,12.5,0
06019006403,1.83,1,0
06043000301,1,40,0
06039000507,3.33,1,0
06083002103,0.84,1,0
06013305000,1.34,1,0
06029005201,2.5,1,0
06103000200,0.51,1,0
06101051100,1.83,2,0
06023010501,4.17,1,0
06097154302,0.67,118,1
06055200301,0.84,20,0
06089012603,0.17,1,0
06101051100,1.5,4,0
06043000101,0.67,3793,1
06023000500,0.34,1,0
06029003202,1.17,59,0
06061020200,3.33,1,0
06089011803,1.5,1,0
06075021100,1,100,1
06029003202,1,20,0
06017031504,0.34,2,0
06029002816,1.32,1,0
06019006405,0.83,2,0
06081601501,0.99,1,0
06087122400,0.99,1,0
06019005805,0.16,1,0
06089011900,8.83,168.5,1
06017031504,0.17,13,0
06019005905,0,1,0
06079010902,1.67,13,0
06075025800,1,1,0
06055201401,11.33,1,0
06017031406,1,1,0
06081613400,1.33,1,0
06029002500,0.67,1,0
06023000100,8.34,18,0
06019006402,0.67,2,0
06085512401,1.17,1,0
06001435104,3.17,562,1
06019005703,1.34,1,0
06083002007,1.5,1,0
06021010200,11,1,0
06077002401,1.83,1,0
06041113000,0.5,1,0
06001450741,1.17,1,0
06029000902,1.83,1,0
06017031100,91.67,31,0
06077005109,2.17,1,0
06013338101,0.33,1,0
06085506202,11.17,45,0
06019006402,0.84,1,0
06033001100,6.17,4,0
06097154202,0.67,1,0
06085504315,0.84,1,0
06085505100,0.67,1,0
06075021700,0.17,1,0
06087122003,1.67,1,0
06079010602,4.67,1,0
06075021100,0,100,1
06019008402,8.68,130,1
06079010404,7,1,0
06101050403,9,1,0
06001442100,7,1,0
06085503708,2.5,5,0
06081607800,1.17,1,0
06041121200,1.67,1,0
06055201700,1.67,1,0
06079012402,0.17,1,0
06001433300,0.5,1,0
06083001800,4.33,1,0
06069000100,18.67,1,0
06029006401,1.5,64,0
06097153401,0.67,30,0
06085503112,0.83,1,0
06041128200,3.33,1,0
06001442400,1.83,1,0
06087100500,1.16,1,0
06021010200,9.83,1,0
06021010200,9.83,1,0
06019003803,1.83,1,0
06079010902,1.67,1,0
06029002807,0.83,1,0
06013314103,0.5,1,0
06013314200,0.17,1,0
06113010800,0.33,1,0
06047002000,0.17,1,0
06061020501,2.17,54,0
06097153501,0.67,1,0
06013315000,0.17,1,0
06013315000,0.17,1,0
06055200501,2.16,16,0
06013314200,1.66,49.5,0
06013314200,0,1,0
06013314200,0,1,0
06013379000,9.5,42,0
06001408900,0.67,1,0
06061021603,1.67,1,0
06109005100,0.5,1,0
06097152801,0.67,1,0
06041103100,1.33,1,0
06069000100,0.83,1,0
06077001700,0,1,0
06095253500,1.83,1,0
06075021100,0,100,1
06001406202,0.5,1,0
06041131100,0.5,1,0
06013325000,0.34,1,0
06005000200,0.83,1,0
06013306003,2.17,1,0
06085506301,1.33,1,0
06081613400,1.83,1,0
06019008200,9.17,17,0
06079012402,8.01,1,0
06077000401,3.33,1,0
06053011502,17.67,1,0
06097154302,1.16,1,0
06019007902,2.16,1,0
06097153300,0.83,70,1
06097151900,0,1,0
06005000200,6.33,1,0
06085501800,1.5,1,0
06085501300,1,1,0
06023010400,0,1,0
06097152903,1.33,1,0
06001406202,0.83,1,0
06033000400,1.17,1,0
06085507600,1.33,677,1
06039000300,1,1,0
06061021401,0,1,0
06081606500,1.17,1,0
06001441700,0.5,1,0
06001401100,0.83,1,0
06013366002,1.83,1,0
06085507600,1,1,0
06029004402,1.5,1,0
06031000200,2.67,1,0
06085503115,1.33,1,0
06077005308,1.33,1,0
06001433300,1.5,1,0
06077002701,4.67,11,0
06039001000,1.67,5.5,0
06053010305,0,1,0
06087122300,0.5,1,0
06033000802,1.67,1,0
06017030902,0.67,1,0
06047000304,3.17,1,0
06109003100,2.17,1,0
06019001301,2,1,0
06043000302,0,616,1
06079010403,2.34,1,0
06019006404,1.17,1,0
06009000400,8.33,225.5,1
06055201500,0.34,1,0
06009000400,0.84,1,0
06081608700,3.34,1,0
06077002701,3.34,3,0
06101050102,2,1,0
06099000101,1.66,6,0
06001403000,0.67,1,0
06077004901,2.17,1,0
06097151503,4.83,2,0
06019005409,0.83,1,0
06013319000,0.5,1,0
06079010102,1.34,1,0
06075015600,0.33,1,0
06023000200,7.66,27,0
06009000400,0.33,1,0
06013322000,5.5,8,0
06075021500,15,89,1
06009000400,0.33,46.5,0
06019002903,1.17,1,0
06085506401,0.83,1,0
06085509302,3.33,7,0
06075022704,3.17,1,0
06019008000,0,48,0
06019008000,5.83,21,0
06085506401,1.84,4,0
06019008000,5.83,9,0
06095251100,5.67,11,0
06107000302,1.5,26,0
06017031000,1,1,0
06085511905,2.17,12,0
06017030602,1,1,0
06075060700,4.99,2,0
06079012302,2,1,0
06095253105,2.33,36,0
06029001600,1,1,0
06085506202,1,1,0
06095252605,0,519,1
06095252605,0.33,212,1
06019003500,1.83,1,0
06047002000,1,1,0
06083002809,4.5,7,0
06007002500,1.33,1,0
06007002400,6.67,2,0
06081613502,3,1,0
06077004102,4.5,292,1
06097150100,1.83,102,1
06019002502,1.17,1,0
06019002502,1,47,0
06079012302,2.84,1,0
06013388000,1.16,1,0
06041102202,2.5,31,0
06047002000,4.51,1,0
06013343002,0.67,1,0
06087121500,3.84,1,0
06023000800,2.01,1,0
06085511911,2.17,1,0
06001400600,0,1,0
06057000402,1.67,2,0
06019001500,0.83,1,0
06079012402,3.17,1,0
06001436402,3,40,0
06083002101,5.84,1,0
06039000102,3.83,81,1
06017030704,23.16,11,0
06019006403,0.5,2,0
06097153104,2.84,1,0
06097154100,4.83,22,0
06013307205,8.49,30,0
06089012603,0.17,2,0
06075030800,3.5,1,0
06019006402,1.83,2,0
06019006202,5.83,1,0
06089012603,0.67,1,0
06057000300,6.33,13,0
06029003204,1.34,1,0
06007003002,1.34,1,0
06005000200,0.83,1,0
06113011500,7.5,114,1
06007002400,10.33,90,1
06079010002,6.5,26,0
06017030704,6.16,1,0
06085512308,3.33,1,0
06019006402,0.51,2,0
06057000300,2,2,0
06075030400,1.51,1,0
06089012603,0.17,3,0
06061021902,2.34,15,0
06041131100,5,5,0
06083002012,4,1,0
06089011001,4.33,1,0
06019006403,1,3,0
06019001500,3.34,19.5,0
06017030701,4.5,3,0
06079012600,4.33,5,0
06053001700,1.67,1,0
06079010002,6.16,1,0
06079012600,4.83,12,0
06077003700,4.5,2,0
06077002300,4.5,33,0
06023010102,0,129,1
06041109002,7.66,1,0
06095253500,3.17,10,0
06013306003,1.67,1,0
06017030902,0.34,1,0
06029003204,1,1,0
06019006402,1.67,8,0
06029000909,0.83,1,0
06039001000,4.66,1,0
06007001500,5.5,5,0
06057000105,8,4,0
06057000300,2.17,3,0
06017031504,0.33,1,0
06097151309,0.5,55,0
06017031000,3.33,2,0
06115040100,2.17,4,0
06103000200,5,27,0
06013340002,2.33,39,0
06019001900,0,1,0
06017031504,0.33,1,0
06021010200,1.18,1,0
06021010200,1,1,0
06087121600,3.66,72,1
06007001500,29.99,25,0
06001401600,10.16,30,0
06097151504,0.49,19,0
06017030804,2.16,8,0
06029003204,5.82,13.5,0
06029003122,1.33,53,0
06095250502,0.82,1,0
06041114200,0.49,1,0
06103001100,2.82,9,0
06103001100,1.83,1,0
06041133000,1.16,1,0
06087121800,2.33,1,0
06053010504,1.67,1,0
06029003204,3,1,0
06097153901,2.67,1,0
06005000401,0.66,1,0
06087122201,5.66,3,0
06019005912,6,3,0
06019004506,3,36,0
06085512402,2.17,1,0
06005000402,0,1,0
06079013000,4,3,0
06085506606,5.33,316,1
06013343002,1.5,1,0
06097152300,7.17,22,0
06097152300,0.34,15,0
06057000501,4.16,14,0
06077003900,5.17,6,0
06007000104,0,39,0
06097151000,5,8,0
06043000302,4,2,0
06009000210,1,2,0
06005000401,2.67,1,0
06079011704,3.5,68,1
06009000210,0,1,0
06033001100,2.17,1,0
06085507401,3.33,80,1
06075030900,3.67,47,0
06057000105,3.67,16,0
06001401600,9,19,0
06001405100,6.84,89,1
06085507500,1.5,32,0
06001451101,4.5,62,0
06079012502,4.17,1,0
06079012502,4.17,7,0
06075042700,7,85,1
06017030902,4.34,4,0
06085504317,5.17,30,0
06013343002,1.5,1,0
06109004200,0.34,3,0
06061021801,6.34,1,0
06097152600,4.34,15,0
06085512200,3.33,1,0
06029005201,4.5,1,0
06019006403,0.51,1,0
06017031402,3.16,1,0
06109004200,2.17,5,0
06017031406,5.16,1,0
06013371000,3.67,1,0
06085500500,1.84,1,0
06029000903,2.51,4,0
06043000400,0.17,71,1
06057000701,4,1,0
06061021901,0.67,2,0
06005000303,1.67,2,0
06097152300,0.16,1,0
06099000203,3.83,5,0
06019002400,0.83,1,0
06097153501,4.16,4,0
06061020602,0.34,1,0
06029001000,0.5,1,0
06029000102,1.34,1,0
06095253203,6.83,18,0
06109003200,2,1,0
06097150612,1.83,4,0
06019003500,2,16,0
06041114200,1.84,1,0
06017031100,1.18,1,0
06013354002,0.84,4,0
06013354002,0.84,2,0
06097151100,2,1,0
06043000200,1.67,2,0
06089012603,0.5,1,0
06013346102,0.84,1,0
06057000802,1.16,1,0
06057000105,2.66,20,0
06055201700,0.49,3,0
06041117000,0.66,1,0
06017031402,3.16,1,0
06085507002,1.66,1,0
06057000801,3.66,24,0
06053011304,1.66,1,0
06097153808,0.49,1,0
06057000701,3.17,1,0
06013379000,3.16,18,0
06061022002,3,1,0
06085511909,1,1,0
06055200705,1,6,0
06047001200,2.5,1,0
06089012603,0.34,2,0
06019004208,1.33,1,0
06083002502,2,1,0
06089012603,0.34,1,0
06019002601,1.34,1,0
06029001802,1.17,1,0
06055201402,0.34,4,0
06053011900,7.83,4,0
06075020800,1.17,1,0
06001441800,6.33,27,0
06077000700,4.67,5,0
06113010101,0.5,1,0
06113010201,0.17,1,0
06017031504,0.17,1,0
06019006403,0.5,2,0
06023010800,4,17,0
06001404700,1.17,1,0
06057000105,0,1,0
06053000900,7.16,6,0
06085503601,5,2,0
06081608400,1.66,1,0
06097153006,3.66,1.5,0
06017030901,1.17,1,0
06097154304,0.34,1,0
06017031502,0.34,1,0
06055201700,4.66,3,0
06113011400,1.16,1,0
06097153401,0.5,1,0
06019000300,0.34,1,0
06081613900,1.5,1,0
06097150304,5,4.5,0
06053014700,1.16,1,0
06013345103,2,1,0
06085504507,0,1,0
06001450601,3.17,1,0
06081605700,21.33,1,0
06097154304,5.49,1,0
06013329000,0.33,1,0
06089012603,0.66,2,0
06019004211,1.17,1,0
06013303103,0.83,1,0
06019006403,2.33,1,0
06085507500,3.17,4,0
06029000600,1,1,0
06087121200,3.17,1,0
06013306003,0,1,0
06085511701,1.83,1,0
06029004701,0,1,0
06041117000,1,1,0
06001401700,1.83,1,0
06017031503,1.49,1,0
06039000109,4.49,79,1
06001436402,0,6,0
06019006403,0.16,1,0
06113011500,3.84,1,0
06061021103,6.67,20,0
06001442700,1.83,1,0
06061021103,1,1,0
06045011002,3.17,2,0
06089012603,0.84,1,0
06047000303,2.16,1,0
06085503213,1.83,4,0
06085503213,1.83,17,0
06001441924,2.16,1,0
06083001903,0,1,0
06041114100,0.33,22,0
06001408300,1.16,1,0
06089012603,1.16,1,0
06053011000,0.33,4,0
06041114100,0.16,12,0
06041131100,1.33,72,1
06061021604,2.67,1,0
06089012601,0.5,27,0
06017031402,2.83,1,0
06019004404,1.67,1,0
06053014700,1.5,1,0
06079012402,0.51,1,0
06085506503,0,1,0
06061021103,3,1,0
06017031406,4,1,0
06019006402,0,1,0
06057000102,2.5,1,0
06005000102,1.33,1,0
06019006402,1.33,2,0
06019006402,0.99,1,0
06089012601,0.16,1,0
06087120301,6.16,16,0
06113010204,0.99,1,0
06041110100,1.84,1,0
06079011504,4.67,4,0
06057000402,0.83,1,0
06081613700,2.83,1,0
06017030706,1.17,1,0
06011000500,2,3,0
06079012102,0.18,1,0
06009000400,1.5,2,0
06089011801,3.32,1,0
06013346201,0.16,1,0
06081612800,1.82,1,0
06081610800,4.49,6,0
06061022002,2.49,3,0
06001405100,1.82,12,0
06087120301,2.16,1,0
06013377000,0.99,1,0
06081613700,0.66,1,0
06033000802,0.67,1,0
06019006403,0.5,1,0
06029004101,1.16,1,0
06057000105,4.67,1,0
06083002808,1.33,15,0
06029003202,0.5,1,0
06079012702,4.83,8,0
06109004200,0.83,2,0
06085508704,0.5,2,0
06079012304,9.5,1,0
06055201601,0.67,1,0
06085501300,4,7,0
06081613400,4.17,1,0
06067009900,2,12,0
06013379000,0.83,11,0
06013379000,0.83,1,0
06001432600,1.33,1,0
06075023200,1.17,1,0
06019004506,0,1,0
06019003102,0.17,1,0
06001440308,3.17,1,0
06079010300,0.67,1,0
06087121700,0.67,1,0
06007003700,0.17,1,0
06089012603,33.17,1,0
06097153006,1.83,271,1
06097153705,0,8,0
06019006402,0.33,1,0
06057000701,0.83,1,0
06077002300,3.5,1,0
06089012603,1,1,0
06085506606,0,1,0
06097151309,0.16,110,1
06047001101,1.66,1,0
06041128200,0.66,1,0
